Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,mindeflection,maxmoment,ybar1,girders,Sb1,I,girderspacing,df1,df2,haunch,TandemMoment
TX_28_85_R04,9784432.035903528,24.979999999999997,-2166032.066994938,0.5384792892581054,-51092.56085026488,9784432.035903528,25244.50569816638,-2558.589375556952,-10583.053457496175,34092.680061558494,4,38380.67959451461,85,28,0.5767165714954092,1969614.6946074949,-6951.529826320413,53.3,952.8801833194908,14928000.0,373736.12043706834,5,0.6554415886859277,56185.72116263901,35.77855921275631,48.98,-0.518595528923701,5717781.627910378,29.13342823223786,"[40, 183]",866.5133913156105,13200.0,8.667,0.46307266349150755,0.6554415886859277,0.9799999999999969,14928000.0
TX_28_90_P01,10329144.97446562,23.92023006134969,-2142857.3089108267,0.5384792892581054,-64389.56526261646,10329144.97446562,23888.358769471743,-2539.7123003073275,-11689.476291034469,33786.28957636217,4,37256.68721545123,90,28,0.567748157587046,1994247.1546949665,-7059.84608217188,61.125,1175.8017072275857,16008000.0,371860.7848793212,5,0.6452489364358833,69184.65106511272,28.73468321119096,41.62,-0.6620439049578689,5993532.756537745,22.219068955534436,"[1.25, 15, 1.875, 15, 0.5, 28.5]",1075.1287021647013,11251.753981139764,8.667,0.4537290424848503,0.6452489364358833,1.9949999999999974,16008000.0
TX_28_90_P02,10415043.40438437,25.167887029288703,-2348438.9341552686,0.5384792892581054,-64630.942171594295,10415043.40438437,26775.61392152443,-2658.2891452635727,-11649.424176607692,37458.37887632231,4,37565.60495787578,90,28,0.5724696205393571,2197527.1641929788,-7345.707637002002,59.75,1206.9903873522278,16008000.0,408371.90406910126,5,0.6506149053213625,69067.30910223514,31.034529577733156,44.25,-0.5869264404097079,5938179.602486518,24.177501314432973,"[1.125, 16, 1.625, 16, 0.5, 31.5]",1107.4599303419534,12917.806768654114,8.667,0.45743398195302026,0.6506149053213625,2.0,16008000.0
TX_28_90_P03,10454240.686056104,25.71468085106383,-2196334.794562841,0.5384792892581054,-57484.48490635864,10454240.686056104,28489.242906818734,-2758.9039187940634,-11880.338976970068,39444.92339044333,4,37326.863854477284,90,28,0.5746241245671891,2045683.4517418528,-7061.89318461041,58.75,1202.412615435046,16008000.0,426079.95819965116,5,0.653063511122945,61715.32663494762,32.80481498954643,46.12,-0.5706666135449326,6048613.948809312,25.798709652320337,"[1.125, 16, 1.5, 16, 0.5, 33.5]",1104.289450548408,14117.96292109929,8.667,0.45912462468127435,0.653063511122945,1.9949999999999974,16008000.0
TX_28_90_P04,10451967.381933374,27.337703349282293,-2235200.299842681,0.5384792892581054,-54495.56157639666,10451967.381933374,29309.087502637438,-2764.433154487394,-12666.5053200339,40281.94544203879,4,37390.77659903407,90,28,0.5744991709306099,2086622.141443452,-7090.250412945572,52.25,1136.469629759193,16008000.0,425034.38136642653,5,0.6529215006205257,58373.778595891876,35.44480590350149,48.62,-0.5552104479096369,6050749.61919782,28.022794822760982,"[0.875, 16, 1.25, 16, 0.5, 36.5]",1045.9016557060786,13787.08091606858,8.667,0.4590265733644409,0.6529215006205257,1.9949999999999974,16008000.0
TX_28_90_R01,10444517.987140505,22.61,-2296144.126170275,0.5384792892581054,-68033.21521819968,10444517.987140505,26045.968424130602,-3020.480286024237,-16084.946951234806,37663.62990556619,4,38286.369239345804,90,28,0.5740897101108376,2094656.7166828755,-7418.5790207789705,76.9,1287.2733754868532,16008000.0,421624.29019513365,5,0.6524561461232199,74573.30356348121,29.258454826133274,41.61,-0.5642888062124989,5963722.46575265,22.976878523377458,"[30, 261]",1133.5729697848446,13100.0,8.667,0.4587052688096523,0.6524561461232199,3.6099999999999994,16008000.0
TX_28_90_R02,10472365.37602854,23.68,-2365730.8007086357,0.5384792892581054,-64551.710549694886,10472365.37602854,27779.9428059861,-3007.8118598303586,-14768.075821714274,39406.31358543699,4,38305.330416425015,90,28,0.5756203599152383,2169561.5974279433,-7456.7465692693,71.0,1249.73817373105,16008000.0,434499.33652884775,5,0.6541957381327174,70385.14798779298,31.531655520924684,44.18,-0.5349699010293553,5971541.863044274,24.964068997469514,"[33, 241]",1112.797068811259,14200.0,8.667,0.45990637213918173,0.6541957381327174,3.1799999999999997,16008000.0
TX_28_90_R03,10513273.027917743,24.490000000000002,-2458307.9377881885,0.5384792892581054,-62636.73912170807,10513273.027917743,29361.79035912349,-2940.468623269055,-12511.079758134149,40929.26644933065,4,38325.38818277299,90,28,0.5778688755521784,2256605.2521483595,-7451.207444913669,68.1,1231.74968723922,16008000.0,454054.86709667137,5,0.6567511886505336,68233.05418113904,33.22855842656424,46.49,-0.5209077574057914,5966974.287013665,26.514588107904846,"[36, 231]",1107.3824809056641,15600.0,8.667,0.46167078592623023,0.6567511886505336,2.490000000000002,16008000.0
TX_28_90_R04,10410291.600861002,24.67,-2373867.875582327,0.5384792892581054,-57207.07249555911,10410291.600861002,27090.70647310538,-2589.2042425419336,-9315.094818772055,36511.30965181107,4,38276.81146298923,90,28,0.5722084345745675,2184803.854301002,-7183.1311483572745,58.5,1049.7663720164946,16008000.0,406270.84814335883,5,0.6503180660208022,62155.56904187771,34.78041459994241,48.67,-0.5737170220100809,6018249.643314395,28.237053111534664,"[40, 199]",959.4027523374594,14900.0,8.667,0.4572290289121397,0.6503180660208022,0.6700000000000017,16008000.0
TX_28_95_P01,11156295.581391055,25.201219512195124,-2481257.5970622394,0.5384792892581054,-67661.07586487429,11156295.581391055,31332.580946151153,-2815.3767945530417,-10183.672095236097,44012.590191999676,4,37560.67518557548,95,28,0.5744565862053327,2325906.7249590065,-7409.437745602019,71.75,1434.657259860892,17088000.0,499756.58909663034,5,0.6528731028435777,72178.1849349434,30.67812182281589,45.0,-0.594911093115338,6293385.413904387,23.870910278591897,"[1.5, 16, 2, 16, 0.5, 31.5]",1312.5842534061674,16556.32405995935,8.667,0.4568339696203467,0.6528731028435777,2.0,17088000.0
TX_28_95_P02,11000049.309634669,25.71468085106383,-2366287.30175564,0.5384792892581054,-62482.943460615046,11000049.309634669,28489.242906818734,-2758.9039187940634,-11880.338976970068,39444.92339044333,4,37380.0835633909,95,28,0.5664112005998991,2223542.2572527854,-7232.202137576761,58.75,1202.412615435046,17088000.0,426079.95819965116,5,0.6437294773896692,66491.87522509624,32.80481498954643,46.12,-0.6600258168822826,6337799.464199651,25.798709652320337,"[1.125, 16, 1.5, 16, 0.5, 33.5]",1104.289450548408,14117.96292109929,8.667,0.45055490736993026,0.6437294773896692,1.9949999999999974,17088000.0
TX_28_95_P03,11077017.217454076,27.328333333333337,-2573613.283477062,0.5384792892581054,-62579.15578744586,11077017.217454076,31256.0918298365,-2825.185252351126,-11890.727220194769,43066.618066135656,4,37680.75911033001,95,28,0.570374408750018,2424011.8351431913,-7493.259409163487,56.25,1221.6394094864363,17088000.0,461052.8973827399,5,0.6482336854783518,66439.76769791251,35.253134215963435,48.88,-0.594570742458484,6275890.991478871,27.81162219005812,"[1, 16, 1.375, 16, 0.5, 36.5]",1123.850008325285,15303.963125000002,8.667,0.45364801339447525,0.6482336854783518,2.0050000000000026,17088000.0
TX_28_95_R01,11252820.230352048,24.340000000000003,-2463668.9595513367,0.5384792892581054,-66956.2611032973,11252820.230352048,33113.28123488036,-3239.062896186017,-13456.51642949041,47811.45086170653,4,38306.5648483086,95,28,0.5794268041349553,2259973.3680990245,-7542.527212357385,85.7,1530.1149486843824,17088000.0,550813.3444035017,5,0.6585217831432613,72987.47196208728,31.246966708491794,44.84,-0.5244797267357201,6344591.145458922,24.576894646327762,"[33, 291]",1347.3338154146377,17700.0,8.667,0.4607130015659579,0.6585217831432613,3.8400000000000034,17088000.0
TX_28_95_R02,11062046.834876364,24.490000000000002,-2619848.3097238126,0.5384792892581054,-67405.19116854358,11062046.834876364,29361.79035912349,-2940.468623269055,-12511.079758134149,40929.26644933065,4,38361.16783738462,95,28,0.5696035583537515,2428394.094776333,-7586.556428365788,68.1,1231.74968723922,17088000.0,454054.86709667137,5,0.6473576097188883,72717.19803917024,33.22855842656424,46.49,-0.6062562463404586,6260523.397198584,26.514588107904846,"[36, 231]",1107.3824809056641,15600.0,8.667,0.45304639926915036,0.6473576097188883,2.490000000000002,17088000.0
TX_28_95_R03,11058887.938529344,24.979999999999997,-2519415.1537232446,0.5384792892581054,-60843.43284421,11058887.938529344,29724.183057455768,-2729.6543581194023,-9532.561456514113,40263.740037114425,4,38293.19922842394,95,28,0.5694409014217577,2332790.529185835,-7303.809343612132,63.4,1157.79622350345,17088000.0,452590.4867561431,5,0.6471727492116891,65709.00950090066,34.77618877981636,48.98,-0.6136257096670441,6348699.25057019,28.1106421701192,"[40, 215]",1057.3996452152103,16700.0,8.667,0.45291945283655655,0.6471727492116891,0.9799999999999969,17088000.0
TX_30_100_P01,9902383.778146531,25.167887029288703,-2529140.704903318,0.42857142857142855,-67323.96652450123,9902383.778146531,26983.643969730678,-2715.476693201505,-7881.828594707703,35428.25476638216,5,32300.089922336836,100,30,0.47958000609463863,2274771.971033438,-7984.064389591369,59.75,1190.6627272824817,18168000.0,408371.90406910126,5,0.5450453422581755,74850.2002612676,29.755071654289633,44.25,-0.698276170060217,5640237.376893938,24.313017650901884,"[1.125, 16, 1.625, 16, 0.5, 31.5]",1109.843473861408,12917.806768654114,7.0,0.3880634933314875,0.5450453422581755,2.0,18168000.0
TX_30_100_P02,9938711.128098937,25.71468085106383,-2438082.417419349,0.42857142857142855,-61641.2849470535,9938711.128098937,28703.611617906026,-2817.614776188795,-8084.507005755612,37371.25239724922,5,31984.479065480307,100,30,0.48133936738601013,2183096.523039295,-7846.852334439198,58.75,1186.297696779723,18168000.0,426079.95819965116,5,0.5470448661437107,68838.37535346436,31.502423463095095,46.12,-0.6746834010171004,5725706.165082312,25.93779773925251,"[1.125, 16, 1.5, 16, 0.5, 33.5]",1106.632564046404,14117.96292109929,7.0,0.38945904123275393,0.5470448661437107,1.9949999999999974,18168000.0
TX_30_100_P03,9936604.269896213,27.337703349282293,-2479128.511284591,0.42857142857142855,-58558.5114996962,9936604.269896213,29530.48093463173,-2825.834347783796,-8455.394278836042,38255.759795178,5,32042.719927733284,100,30,0.4812373306348257,2232210.4459550944,-7888.81635610241,52.25,1121.850726106263,18168000.0,425034.38136642653,5,0.5469289008089064,65033.81771881102,34.10057943088087,48.62,-0.6551925424658351,5723623.550324393,28.17481881447104,"[0.875, 16, 1.25, 16, 0.5, 36.5]",1048.1160900834047,13787.08091606858,7.0,0.3893781043753467,0.5469289008089064,1.9949999999999974,18168000.0
TX_30_100_R01,9955508.771387612,23.68,-2566448.1712818546,0.42857142857142855,-67289.3614823825,9955508.771387612,27996.96096328138,-3072.6142839111267,-9422.776627252239,37121.67767733509,5,33094.44182425189,100,30,0.48215289007420736,2247187.127084427,-8086.509214050586,71.0,1226.7398816921152,18168000.0,434499.33652884775,5,0.5479694392001108,76845.49064633546,30.260431107963125,44.18,-0.6421318772429871,5670473.618327774,25.08822794651463,"[33, 241]",1115.9401542017179,14200.0,7.0,0.39010433784449267,0.5479694392001108,3.1799999999999997,18168000.0
TX_30_100_R02,9993421.262318889,24.490000000000002,-2666453.6868690853,0.42857142857142855,-65317.18055338709,9993421.262318889,29580.302362573497,-3000.9674443082413,-8485.740680347135,38677.757862072845,5,33114.317844723,100,30,0.48398902095332064,2339711.682491791,-8082.893484942822,68.1,1210.8735348759967,18168000.0,454054.86709667137,5,0.550056212148772,74436.04062380674,31.942029244229673,46.49,-0.6238042815727245,5666155.8005103655,26.643077886873876,"[36, 231]",1110.2434368946049,15600.0,7.0,0.39156078036563013,0.550056212148772,2.490000000000002,18168000.0
TX_30_100_R03,9897979.890373288,24.67,-2629989.1599984486,0.42857142857142855,-61218.40286007521,9897979.890373288,27275.571091858474,-2639.824303904787,-6769.396079484114,34730.518233406234,5,32971.34198743642,100,30,0.4793667224477461,2327437.3357498525,-7976.706446726949,58.5,1034.5861080292038,18168000.0,406270.84814335883,5,0.544802944208129,69174.2012179233,33.5694805525321,48.67,-0.6810879000554514,5693273.010790999,28.36765664990929,"[40, 199]",961.5024402075768,14900.0,7.0,0.38789431401212027,0.544802944208129,0.6700000000000017,18168000.0
TX_30_105_P01,10422429.217765404,25.16470588235294,-2648057.1285824534,0.42857142857142855,-71441.4225420611,10422429.217765404,28504.32164623111,-2764.639619576733,-7656.838345502275,37457.55230201321,5,32231.466678030338,105,30,0.4764439105227292,2422812.703495283,-8156.7865323910155,63.75,1265.1175940309258,19248000.000000004,438303.2691820479,6,0.5414811522114195,78081.34247446634,29.607960934813747,44.5,-0.7609396246155535,5917006.790771416,24.189679101612843,"[1.25, 16, 1.75, 16, 0.5, 31.5]",1178.3670848420056,14115.098713235293,7.0,0.3839861213746908,0.5414811522114195,2.0,19248000.000000004
TX_30_105_P02,10397069.340202235,25.71468085106383,-2569992.62224137,0.42857142857142855,-66445.93267864586,10397069.340202235,28703.611617906026,-2817.614776188795,-8084.507005755612,37371.25239724922,5,31951.920482335154,105,30,0.47528462615781564,2353232.446728906,-8072.895555549017,58.75,1186.297696779723,19248000.000000004,426079.95819965116,6,0.5401636190878134,72564.2503707421,31.502423463095095,46.12,-0.7691917699747285,5979060.579831501,25.93779773925251,"[1.125, 16, 1.5, 16, 0.5, 33.5]",1106.632564046404,14117.96292109929,7.0,0.3830710523639147,0.5401636190878134,1.9949999999999974,19248000.000000004
TX_30_105_P03,10467978.780678237,27.328333333333337,-2735203.8981491914,0.42857142857142855,-65236.804987818636,10467978.780678237,31490.08294946536,-2885.31347257549,-8184.141051163098,40854.46657731937,5,32314.674262966997,105,30,0.4785261325674517,2513080.273131663,-8225.633450412337,56.25,1205.747831976272,19248000.000000004,461052.8973827399,6,0.543847609137481,71001.45757002478,33.88309354067605,48.88,-0.6947536060413951,5933960.957986901,27.96107912146313,"[1, 16, 1.375, 16, 0.5, 36.5]",1126.2112886513503,15303.963125000002,7.0,0.38562970160776194,0.543847609137481,2.0050000000000026,19248000.000000004
TX_30_105_R01,10519210.124646736,24.03,-2675572.5112884147,0.42857142857142855,-71155.10401492112,10519210.124646736,30535.528642852652,-3194.4707368136214,-9368.846152321941,40727.31413966043,5,33035.813588701436,105,30,0.4808680877250921,2383043.75339451,-8282.319198817844,77.5,1350.693119952681,19248000.000000004,487905.71831295814,6,0.5465092541898761,79886.05351139579,30.15289967649146,44.53,-0.6795730934744723,5957220.92132506,24.941130578860513,"[33, 263]",1224.3041086811763,15900.0,7.0,0.3874782994619595,0.5465092541898761,3.530000000000001,19248000.000000004
TX_30_105_R02,10454186.779799273,24.490000000000002,-2789363.608912935,0.42857142857142855,-69999.14622151185,10454186.779799273,29580.302362573497,-3000.9674443082413,-8485.740680347135,38677.757862072845,5,33072.36156569014,105,30,0.4778956543271673,2507422.199179449,-8298.774659984745,68.1,1210.8735348759967,19248000.000000004,454054.86709667137,6,0.5431310671134285,77867.67288446573,31.942029244229673,46.49,-0.7147130167114829,5916848.235428942,26.643077886873876,"[36, 231]",1110.2434368946049,15600.0,7.0,0.3851320401908447,0.5431310671134285,2.490000000000002,19248000.000000004
TX_30_105_R03,10451276.533453297,24.979999999999997,-2747458.624292703,0.42857142857142855,-64845.677565586564,10451276.533453297,29927.139043771713,-2781.5661492269683,-6979.634316682073,38242.59754946678,5,32921.299164579716,105,30,0.47776261728554376,2475042.5238528727,-8166.117155496979,63.4,1140.860672759554,19248000.000000004,452590.4867561431,6,0.5429798697762518,71980.93378382342,33.52083077503604,48.98,-0.7180311571145517,5978958.7794355005,28.24090334788952,"[40, 215]",1059.708985761187,16700.0,7.0,0.38502702879091605,0.5429798697762518,0.9799999999999969,19248000.000000004
TX_30_110_P01,10998902.786212629,25.201219512195124,-2775672.956009189,0.42857142857142855,-74607.20203868949,10998902.786212629,31568.507271211485,-2869.6139509818704,-7355.416124127902,41515.476160415084,5,32229.322053682088,110,30,0.47608351934431653,2548804.7264385615,-8220.17255698781,71.75,1414.217400750868,20328000.0,499756.58909663034,6,0.5410715656342301,81246.12358171365,29.355795041393748,45.0,-0.7929563807349825,6208670.281371388,23.99904035509377,"[1.5, 16, 2, 16, 0.5, 31.5]",1315.4070664542678,16556.32405995935,7.0,0.38219462320875536,0.5410715656342301,2.0,20328000.0
TX_30_110_P02,10975636.287005348,26.254826254826256,-2812624.960729685,0.42857142857142855,-72269.06156872054,10975636.287005348,31713.80318552089,-2854.566038856887,-7607.969745126705,41572.19861311328,5,32266.43541618873,110,30,0.47507643736162014,2593143.4240129646,-8250.174599363465,64.75,1339.4959111367245,20328000.0,487618.5674241918,6,0.5399270113638994,78384.27278058184,31.03570400437746,46.5,-0.7873293281682974,6204431.510444189,25.390149061599324,"[1.25, 16, 1.75, 16, 0.5, 33.5]",1249.0593540266218,15982.769325128698,7.0,0.3814033944381923,0.5399270113638994,2.0,20328000.0
TX_30_110_P03,11054986.91358813,27.897088353413654,-2863131.865819998,0.42857142857142855,-68254.67716999497,11054986.91358813,34950.62342160995,-2929.817981340645,-7723.630342181223,45661.32394812805,5,32287.829825412355,110,30,0.47851110046393097,2642115.3324859035,-8277.336518079708,62.25,1369.6438260109996,20328000.0,530140.8282582037,6,0.5438305250682867,73962.88027509181,33.33810081202917,49.25,-0.7206278106063783,6230035.328070922,27.320718507360304,"[1.125, 16, 1.625, 16, 0.5, 36.5]",1279.2717516632704,17456.01650351406,7.0,0.3841018880170996,0.5438305250682867,2.0,20328000.0
